Category	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
RI	ENSBTAG00000046760	BRD1	chr5	-	119214827	119215307	119214827	119214932	119215014	119215307
RI	ENSBTAG00000031001	MEGF8	chr18	-	50923577	50924846	50923577	50923822	50923894	50924846
RI	ENSBTAG00000045817	BAP1	chr22	+	48486111	48487708	48486111	48486184	48486366	48487708
RI	ENSBTAG00000026467	ODF3B	chr5	-	119828594	119828906	119828594	119828716	119828801	119828906
RI	ENSBTAG00000026467	ODF3B	chr5	-	119829179	119829792	119829179	119829383	119829472	119829792
RI	ENSBTAG00000003566	ARFIP2	chr15	+	46566769	46567865	46566769	46566919	46567724	46567865
RI	ENSBTAG00000015449	PPEF2	chr6	-	90741143	90741467	90741143	90741201	90741339	90741467
RI	ENSBTAG00000047997	PRPS2	chrX	-	130798548	130800216	130798548	130798630	130800109	130800216
RI	ENSBTAG00000005158	NAPG	chr24	+	42187454	42190058	42187454	42187584	42187964	42190058
RI	ENSBTAG00000046580	DHX58	chr19	-	42237030	42238013	42237030	42237641	42237916	42238013
RI	ENSBTAG00000009912	PAN3	chr12	-	31834569	31837546	31834569	31836086	31837416	31837546
RI	ENSBTAG00000007114	POC5	chr10	-	7115047	7115694	7115047	7115231	7115581	7115694
RI	ENSBTAG00000014017	PCGF3	chr6	-	117580668	117581271	117580668	117580816	117581129	117581271
RI	ENSBTAG00000005830	STRN4	chr18	-	53825010	53827013	53825010	53826221	53826926	53827013
RI	ENSBTAG00000002136	FCHO1	chr7	-	5392616	5393177	5392616	5392687	5393091	5393177
RI	ENSBTAG00000003808	HDAC9	chr4	+	27093040	27093791	27093040	27093321	27093728	27093791
RI	ENSBTAG00000044056	C19H17orf98	chr19	-	39431967	39433388	39431967	39432223	39433288	39433388
RI	ENSBTAG00000010639	MAP2K7	chr7	+	16668935	16669282	16668935	16669016	16669139	16669282
RI	ENSBTAG00000015188	KLF6	chr13	+	44600433	44605699	44600433	44601010	44602407	44605699
RI	ENSBTAG00000015188	KLF6	chr13	+	44600433	44605699	44600433	44601010	44602999	44605699
RI	ENSBTAG00000015188	KLF6	chr13	+	44602407	44605699	44602407	44602531	44602999	44605699
RI	ENSBTAG00000006532	CDK5RAP2	chr8	-	109828788	109829352	109828788	109828896	109829305	109829352
RI	ENSBTAG00000043956	UBE2E3	chr2	-	15730100	15731198	15730100	15730319	15730762	15731198
RI	ENSBTAG00000043956	UBE2E3	chr2	-	15730100	15731198	15730100	15730319	15730860	15731198
RI	ENSBTAG00000051704	TNFRSF10D	chrNKLS02001545.1	-	97745	99080	97745	97806	99006	99080
RI	ENSBTAG00000001374	METTL27	chr25	+	33472200	33472991	33472200	33472585	33472870	33472991
RI	ENSBTAG00000014099	YTHDC2	chr10	+	2457475	2457748	2457475	2457565	2457658	2457748
RI	ENSBTAG00000044097	KLF7	chr2	-	95468625	95469238	95468625	95468865	95469079	95469238
RI	ENSBTAG00000019552	PGRMC1	chrX	+	3623054	3624168	3623054	3623409	3623838	3624168
RI	ENSBTAG00000018105	ACVR2B	chr22	+	11849168	11849733	11849168	11849376	11849623	11849733
RI	ENSBTAG00000003530	DDX31	chr11	-	102659359	102660403	102659359	102659955	102660306	102660403
RI	ENSBTAG00000006592	SGSM1	chr17	+	65010787	65010998	65010787	65010857	65010954	65010998
RI	ENSBTAG00000003185	ASAP1	chr14	+	10599204	10603378	10599204	10599327	10601574	10603378
RI	ENSBTAG00000016779	CLIP1	chr17	+	53064929	53065874	53064929	53065646	53065718	53065874
RI	ENSBTAG00000009447	PRMT8	chr5	-	106389343	106389988	106389343	106389474	106389566	106389988
RI	ENSBTAG00000050362	NA	chr21	+	11141738	11143437	11141738	11141783	11142447	11143437
RI	ENSBTAG00000008981	USP49	chr23	-	15609153	15609359	15609153	15609222	15609304	15609359
RI	ENSBTAG00000002104	RHPN1	chr14	-	1263011	1263558	1263011	1263205	1263391	1263558
RI	ENSBTAG00000002104	RHPN1	chr14	-	1264057	1265231	1264057	1264135	1265102	1265231
RI	ENSBTAG00000030222	L3MBTL2	chr5	+	112375325	112375813	112375325	112375460	112375724	112375813
RI	ENSBTAG00000004662	SLC16A12	chr26	-	11104542	11105516	11104542	11105118	11105213	11105516
RI	ENSBTAG00000046022	PYY	chr19	-	43821265	43821746	43821265	43821512	43821665	43821746
RI	ENSBTAG00000016506	ST3GAL4	chr29	+	29729835	29730295	29729835	29729908	29730210	29730295
RI	ENSBTAG00000048353	NA	chr25	+	2523298	2523535	2523298	2523337	2523478	2523535
RI	ENSBTAG00000045834	RASSF7	chr29	-	50732776	50733730	50732776	50732905	50733017	50733730
RI	ENSBTAG00000045834	RASSF7	chr29	-	50733914	50734727	50733914	50734045	50734607	50734727
RI	ENSBTAG00000016456	CDC42BPB	chr21	-	67653824	67654186	67653824	67653944	67654019	67654186
RI	ENSBTAG00000021656	SPECC1L	chr17	-	71666006	71667643	71666006	71667526	71667607	71667643
RI	ENSBTAG00000015635	TNFRSF4	chr16	+	51288160	51288691	51288160	51288289	51288381	51288691
RI	ENSBTAG00000025830	R3HCC1	chr8	+	70404935	70405476	70404935	70405010	70405348	70405476
RI	ENSBTAG00000025830	R3HCC1	chr8	+	70411691	70413064	70411691	70411787	70412748	70413064
RI	ENSBTAG00000017812	ALS2CL	chr22	+	52798032	52799098	52798032	52798157	52798899	52799098
RI	ENSBTAG00000025826	SLC24A1	chr10	+	12546362	12547292	12546362	12546720	12546771	12547292
RI	ENSBTAG00000004742	RUNX1	chr1	-	147244211	147244722	147244211	147244328	147244476	147244722
RI	ENSBTAG00000030855	CHCHD6	chr22	-	60288808	60289826	60288808	60288989	60289690	60289826
RI	ENSBTAG00000013221	RTTN	chr24	+	7121097	7121951	7121097	7121438	7121763	7121951
RI	ENSBTAG00000018523	TRIM38	chr23	-	31945144	31945688	31945144	31945372	31945477	31945688
RI	ENSBTAG00000031476	DLL1	chr9	-	103930855	103931749	103930855	103931152	103931338	103931749
RI	ENSBTAG00000047062	LRP3	chr18	+	43642595	43644822	43642595	43642728	43642984	43644822
RI	ENSBTAG00000000933	CCDC183	chr11	+	105901466	105901885	105901466	105901544	105901717	105901885
RI	ENSBTAG00000000933	CCDC183	chr11	+	105905238	105905517	105905238	105905364	105905462	105905517
RI	ENSBTAG00000024497	CTRC	chr16	-	52050744	52051032	52050744	52050842	52050940	52051032
RI	ENSBTAG00000013253	THAP4	chr3	-	120665993	120666237	120665993	120666203	120666204	120666237
RI	ENSBTAG00000015304	ANXA9	chr3	-	19784635	19785357	19784635	19784730	19785260	19785357
RI	ENSBTAG00000012054	NA	chr29	-	45500651	45500912	45500651	45500733	45500826	45500912
RI	ENSBTAG00000002422	BCL9	chr3	-	22016122	22016439	22016122	22016254	22016344	22016439
RI	ENSBTAG00000014454	PRR12	chr18	+	56011823	56015393	56011823	56011985	56012073	56015393
RI	ENSBTAG00000011833	GRIA3	chrX	+	7567435	7568462	7567435	7568104	7568335	7568462
RI	ENSBTAG00000018225	SIPA1L3	chr18	+	48019058	48022839	48019058	48019140	48020610	48022839
RI	ENSBTAG00000021115	ZNF692	chr7	-	42637983	42639054	42637983	42638171	42638882	42639054
RI	ENSBTAG00000002440	KIF7	chr21	-	21073916	21074608	21073916	21074297	21074466	21074608
RI	ENSBTAG00000010386	ARPC2	chr2	+	106256620	106257102	106256620	106256807	106257020	106257102
RI	ENSBTAG00000010123	APOE	chr18	+	52639718	52640572	52639718	52640250	52640301	52640572
RI	ENSBTAG00000051037	NA	chr22	+	15870520	15870808	15870520	15870559	15870743	15870808
RI	ENSBTAG00000009523	SLC9A6	chrNKLS02002208.1	-	8901869	8902731	8901869	8902094	8902228	8902731
RI	ENSBTAG00000030301	MAP7D1	chr3	-	109651839	109652634	109651839	109652017	109652281	109652634
RI	ENSBTAG00000030301	MAP7D1	chr3	-	109653486	109653869	109653486	109653650	109653746	109653869
RI	ENSBTAG00000053277	NA	chr11	-	78622431	78623286	78622431	78622522	78622857	78623286
RI	ENSBTAG00000003168	HNRNPUL1	chr18	+	50459647	50459914	50459647	50459741	50459834	50459914
RI	ENSBTAG00000003168	HNRNPUL1	chr18	+	50469419	50469704	50469419	50469502	50469638	50469704
RI	ENSBTAG00000007268	F13A1	chr23	+	48853439	48853579	48853439	48853540	48853541	48853579
RI	ENSBTAG00000012016	LMTK3	chr18	-	55166277	55167630	55166277	55167013	55167061	55167630
RI	ENSBTAG00000007759	ABCB8	chr4	+	113612660	113613022	113612660	113612822	113612951	113613022
RI	ENSBTAG00000048955	NA	chrNKLS02000774.1	+	50009	50324	50009	50135	50256	50324
RI	ENSBTAG00000039784	PRR5	chr5	+	115311751	115312314	115311751	115311843	115312173	115312314
RI	ENSBTAG00000045880	NA	chr18	-	57577790	57578417	57577790	57578075	57578159	57578417
RI	ENSBTAG00000045880	NA	chr18	-	57579946	57580643	57579946	57580321	57580418	57580643
RI	ENSBTAG00000015885	PPFIA4	chr16	+	788337	790141	788337	788515	789032	790141
RI	ENSBTAG00000015083	FBXO9	chr23	+	25296651	25297277	25296651	25296721	25297078	25297277
RI	ENSBTAG00000045610	CACNA1I	chr5	+	111081496	111081829	111081496	111081624	111081777	111081829
RI	ENSBTAG00000045610	CACNA1I	chr5	+	111081496	111081964	111081496	111081732	111081840	111081964
RI	ENSBTAG00000001763	NR2C2AP	chr7	+	4058946	4059192	4058946	4059052	4059124	4059192
RI	ENSBTAG00000003977	SLC52A3	chr13	+	60290407	60291087	60290407	60290539	60290998	60291087
RI	ENSBTAG00000016309	ATP6V1D	chr10	-	79244052	79245586	79244052	79244131	79245519	79245586
RI	ENSBTAG00000051836	NA	chrNKLS02001139.1	+	55610	56062	55610	55725	55888	56062
RI	ENSBTAG00000001197	SLAMF7	chr3	-	8856640	8856973	8856640	8856836	8856928	8856973
RI	ENSBTAG00000007910	EXOC7	chr19	+	55560757	55561241	55560757	55560991	55561175	55561241
RI	ENSBTAG00000021096	RTEL1	chr13	-	54057368	54057602	54057368	54057447	54057534	54057602
